call_id,rep_id,prescriber_id,call_date,feedback_score,territory_id
21893,REP0403,DOC01265,2025-08-01,5.0,64
21894,REP0258,DOC03198,2026-01-28,2.0,73
21895,REP0348,DOC01290,2025-09-23,6.0,78
21896,REP0189,DOC00355,2025-07-28,2.0,31
21897,REP0315,DOC02865,2025-09-21,4.0,43
21898,REP0231,DOC04030,2025-10-12,8.0,33
21899,REP0470,DOC02224,2025-11-15,1.0,2
21900,REP0499,DOC04483,2025-11-26,10.0,11
21901,REP0198,DOC03119,2025-11-25,4.0,16
21903,REP0327,DOC03719,2025-12-28,1.0,67
21904,REP0070,DOC01869,2026-01-26,4.0,73
21905,REP0417,DOC04729,2025-07-14,10.0,62
21907,REP0462,DOC03627,2025-06-20,7.0,10
21908,REP0193,DOC04893,2026-01-24,6.0,16
21909,REP0025,DOC01127,2025-12-26,5.0,58
21910,REP0070,DOC00086,2025-11-17,4.0,73
21911,REP0156,DOC03778,2025-12-04,1.0,20
21913,REP0319,DOC03573,2026-05-08,1.0,80
21914,REP0219,DOC02715,2025-12-02,7.0,13
21916,REP0379,DOC02872,2025-09-11,3.0,15
21917,REP0380,DOC02927,2025-10-02,5.5,64
21918,REP0194,DOC01048,2025-12-13,5.0,57
21919,REP0040,DOC01844,2026-01-08,10.0,61
21920,REP0085,DOC03014,2026-03-13,10.0,62
21921,REP0343,DOC01242,2025-09-07,3.0,5
21922,REP0450,DOC04592,2026-02-26,10.0,47
21923,REP0336,DOC02731,2025-12-24,1.0,5
21924,REP0004,DOC02910,2026-03-13,1.0,16
21925,REP0290,DOC00590,2025-05-28,6.0,38
21926,REP0247,DOC04005,2026-04-24,7.0,69
21927,REP0005,DOC03174,2025-08-07,9.0,51
21928,REP0497,DOC00030,2025-11-12,5.0,64
21929,REP0226,DOC03855,2026-03-06,1.0,66
21930,REP0150,DOC00724,2026-03-02,1.0,19
21932,REP0148,DOC04774,2026-03-27,9.0,39
21933,REP0103,DOC02091,2025-08-03,2.0,52
21934,REP0175,DOC01576,2025-09-07,2.0,61
21936,REP0461,DOC02199,2025-07-03,5.0,50
21937,REP0236,DOC03562,2026-01-13,7.0,26
21938,REP0034,DOC04046,2025-10-31,5.0,24
21939,REP0172,DOC01127,2026-01-03,8.0,45
21941,REP0440,DOC03922,2025-09-27,7.0,51
21942,REP0285,DOC01577,2025-08-05,1.0,66
21943,REP0225,DOC03280,2025-08-11,1.0,25
21944,REP0053,DOC01418,2026-03-27,8.0,12
21945,REP0257,DOC04204,2025-12-16,7.0,78
21946,REP0495,DOC03406,2025-10-28,5.0,22
21947,REP0059,DOC01532,2025-07-13,6.0,74
21948,REP0432,DOC04729,2025-05-14,2.0,51
21949,REP0246,DOC01834,2025-10-10,9.0,6
21950,REP0007,DOC04693,2025-05-13,7.0,29
21951,REP0214,DOC04522,2025-08-30,6.0,17
21952,REP0416,DOC03650,2025-05-22,5.0,62
21954,REP0189,DOC00755,2025-12-04,3.0,31
21955,REP0441,DOC03802,2026-04-29,8.0,45
21956,REP0307,DOC03451,2025-10-06,6.0,74
21957,REP0216,DOC02532,2025-08-20,9.0,33
21958,REP0403,DOC04175,2025-11-10,9.0,64
21959,REP0283,DOC01266,2025-08-29,5.0,79
21961,REP0444,DOC02042,2025-07-05,6.0,70
21962,REP0061,DOC03913,2026-02-28,2.0,7
21963,REP0061,DOC00178,2025-10-15,8.0,7
21964,REP0215,DOC00671,2025-06-12,8.0,73
21965,REP0382,DOC00812,2025-11-25,9.0,74
21966,REP0045,DOC03048,2025-12-23,10.0,65
21967,REP0405,DOC01567,2025-11-12,1.0,56
21968,REP0172,DOC03036,2026-02-03,6.0,45
21969,REP0221,DOC00331,2025-06-08,4.0,35
21970,REP0385,DOC03556,2025-09-17,6.0,17
21971,REP0095,DOC03588,2026-04-06,3.0,71
21973,REP0044,DOC00174,2025-12-15,6.0,67
21974,REP0228,DOC01846,2026-01-20,6.0,56
21975,REP0062,DOC00092,2026-03-02,3.0,68
21976,REP0317,DOC02558,2026-01-21,10.0,23
21977,REP0219,DOC02649,2026-02-18,5.0,13
21978,REP0335,DOC00599,2025-08-17,6.0,21
21979,REP0089,DOC04510,2026-05-03,9.0,49
21980,REP0112,DOC02185,2026-02-05,8.0,39
21981,REP0207,DOC02726,2025-12-01,10.0,60
21983,REP0467,DOC01067,2025-06-29,1.0,2
21984,REP0367,DOC00344,2026-02-03,6.0,28
21985,REP0306,DOC02344,2025-05-15,7.0,17
21986,REP0203,DOC04437,2026-01-18,10.0,8
21987,REP0297,DOC02679,2025-12-09,9.0,38
21988,REP0033,DOC01342,2025-10-30,10.0,32
21989,REP0489,DOC00035,2025-08-31,8.0,34
21990,REP0215,DOC04267,2025-05-15,1.0,73
21991,REP0012,DOC03595,2025-10-09,10.0,69
21994,REP0149,DOC04175,2025-11-04,1.0,74
21996,REP0290,DOC04251,2025-07-11,1.0,38
21997,REP0207,DOC03857,2025-07-07,2.0,60
21998,REP0341,DOC02114,2025-06-18,2.0,70
21999,REP0192,DOC01768,2025-05-27,5.0,3
22001,REP0341,DOC00200,2025-11-28,5.0,70
22002,REP0306,DOC00512,2026-01-16,1.0,17
22003,REP0398,DOC02733,2026-04-10,4.0,42
22004,REP0469,DOC02743,2025-06-11,5.0,40
22005,REP0252,DOC01064,2025-09-16,10.0,53
22006,REP0204,DOC02772,2025-05-24,10.0,36
22008,REP0046,DOC03471,2026-03-07,3.0,33
22009,REP0374,DOC02474,2025-12-27,5.0,7
22010,REP0495,DOC02169,2026-04-07,1.0,22
22011,REP0261,DOC02464,2026-01-29,5.0,45
22012,REP0066,DOC04382,2026-01-15,6.0,36
22013,REP0150,DOC03010,2026-01-04,6.0,19
22014,REP0070,DOC00405,2025-11-17,5.0,73
22015,REP0364,DOC04584,2025-08-30,10.0,47
22016,REP0002,DOC01124,2025-09-29,3.0,76
22017,REP0029,DOC02793,2025-10-24,9.0,16
22018,REP0256,DOC01026,2026-01-15,6.0,17
22019,REP0061,DOC01533,2026-03-27,3.0,7
22020,REP0100,DOC00528,2025-12-26,5.0,69
22022,REP0455,DOC03335,2026-05-12,1.0,37
22023,REP0144,DOC02447,2025-12-26,10.0,31
22024,REP0192,DOC00247,2026-01-13,9.0,3
22025,REP0353,DOC01989,2026-04-25,8.0,47
22026,REP0353,DOC00628,2025-07-02,8.0,47
22027,REP0270,DOC02117,2025-11-02,10.0,26
22028,REP0299,DOC04493,2025-12-15,7.0,30
22029,REP0460,DOC00608,2025-10-19,6.0,6
22030,REP0427,DOC02194,2025-07-14,10.0,66
22032,REP0311,DOC00298,2026-03-01,7.0,6
22033,REP0204,DOC03573,2025-09-29,3.0,36
22034,REP0245,DOC03294,2025-05-15,5.0,55
22035,REP0031,DOC01545,2026-04-04,4.0,80
22036,REP0332,DOC01483,2025-08-01,1.0,61
22037,REP0458,DOC04766,2025-08-08,7.0,3
22038,REP0424,DOC00782,2025-09-30,1.0,36
22039,REP0411,DOC02050,2025-06-22,4.0,21
22040,REP0052,DOC03685,2025-11-29,8.0,13
22041,REP0384,DOC03208,2025-10-10,9.0,57
22042,REP0243,DOC03285,2026-04-08,9.0,1
22043,REP0263,DOC03966,2026-01-23,8.0,4
22044,REP0174,DOC00083,2026-03-11,5.0,45
22045,REP0100,DOC04451,2025-08-31,6.0,69
22046,REP0417,DOC01810,2026-05-06,2.0,62
22047,REP0475,DOC00141,2026-03-11,9.0,9
22048,REP0392,DOC03886,2025-07-28,2.0,10
22049,REP0389,DOC02998,2025-09-21,1.0,13
22050,REP0061,DOC03724,2026-02-24,5.0,7
22051,REP0456,DOC01832,2025-05-30,10.0,11
22052,REP0360,DOC01958,2025-12-03,8.0,1
22053,REP0188,DOC04931,2025-07-14,3.0,15
22054,REP0469,DOC00931,2025-12-30,6.0,40
22055,REP0408,DOC02289,2025-12-04,9.0,33
22056,REP0007,DOC02672,2026-01-20,8.0,29
22057,REP0189,DOC01017,2025-09-26,6.0,31
22058,REP0083,DOC01176,2025-08-02,2.0,30
22059,REP0351,DOC01021,2025-08-18,4.0,73
22060,REP0420,DOC03842,2026-01-03,5.0,9
22062,REP0124,DOC02954,2026-01-17,10.0,46
22063,REP0157,DOC04883,2025-12-22,2.0,72
22064,REP0087,DOC02262,2025-12-02,7.0,59
22065,REP0148,DOC04197,2025-06-04,8.0,39
22066,REP0070,DOC01548,2025-05-14,10.0,73
22067,REP0460,DOC04731,2025-10-29,7.0,6
22068,REP0370,DOC03181,2025-10-06,5.0,26
22069,REP0076,DOC00187,2025-06-04,5.0,23
22070,REP0114,DOC03477,2026-01-13,9.0,5
22072,REP0234,DOC02931,2025-07-22,7.0,49
22073,REP0167,DOC00047,2026-04-28,2.0,33
22075,REP0124,DOC03913,2025-07-19,6.0,46
22076,REP0467,DOC03038,2025-06-07,10.0,2
22077,REP0045,DOC03306,2025-09-07,4.0,65
22078,REP0382,DOC04519,2025-07-12,4.0,74
22079,REP0324,DOC01614,2025-10-12,5.0,4
22080,REP0287,DOC02489,2025-06-01,4.0,51
22081,REP0106,DOC02154,2026-02-07,3.0,16
22082,REP0294,DOC01701,2025-06-07,10.0,51
22083,REP0481,DOC01437,2025-11-29,9.0,49
22084,REP0134,DOC00113,2025-10-08,5.0,37
22085,REP0008,DOC04242,2025-08-31,6.0,78
22086,REP0028,DOC02692,2025-09-24,1.0,4
22088,REP0223,DOC04077,2025-06-26,3.0,69
22089,REP0008,DOC03837,2025-11-14,5.0,78
22090,REP0310,DOC02584,2026-04-02,8.0,34
22091,REP0134,DOC02346,2025-09-04,5.0,37
22092,REP0029,DOC02159,2025-06-18,9.0,16
22093,REP0115,DOC00056,2026-02-27,4.0,35
22094,REP0494,DOC00581,2025-08-01,2.0,64
22096,REP0007,DOC04626,2025-07-16,8.0,29
22098,REP0330,DOC04545,2026-01-01,10.0,32
22099,REP0397,DOC01937,2025-09-08,7.0,40
22100,REP0062,DOC01668,2025-09-16,5.0,68
22101,REP0086,DOC04012,2025-07-07,8.0,13
22102,REP0213,DOC00219,2025-06-23,7.0,63
22103,REP0116,DOC00892,2025-12-29,6.0,75
22104,REP0065,DOC04427,2026-03-07,6.0,29
22105,REP0297,DOC03587,2026-04-19,9.0,38
22107,REP0170,DOC00844,2025-11-27,8.0,58
22108,REP0116,DOC04108,2025-09-16,10.0,75
22109,REP0322,DOC01969,2025-06-22,9.0,8
22110,REP0116,DOC03512,2025-07-08,6.0,75
22111,REP0221,DOC03838,2025-09-02,6.0,35
22112,REP0395,DOC01120,2025-09-09,1.0,34
22113,REP0357,DOC04328,2025-10-18,10.0,61
22114,REP0050,DOC01802,2026-03-07,9.0,44
22115,REP0327,DOC01136,2025-06-16,9.0,67
22116,REP0419,DOC03766,2025-05-27,4.0,55
22117,REP0478,DOC01880,2026-04-15,3.0,24
22118,REP0336,DOC01939,2025-12-06,3.0,5
22119,REP0079,DOC03056,2026-05-12,2.0,12
22120,REP0488,DOC00195,2026-02-25,8.0,9
22121,REP0020,DOC03097,2025-07-22,10.0,69
22122,REP0412,DOC01030,2025-06-01,2.0,70
22123,REP0379,DOC01505,2025-06-04,7.0,15
22126,REP0093,DOC01684,2025-11-08,8.0,76
22127,REP0187,DOC02219,2025-09-12,5.0,14
22128,REP0357,DOC00490,2025-12-09,4.0,61
22129,REP0201,DOC02308,2025-08-10,4.0,24
22130,REP0411,DOC02043,2025-09-02,8.0,21
22131,REP0288,DOC01542,2026-05-06,4.0,38
22132,REP0048,DOC04148,2026-04-02,10.0,74
22133,REP0253,DOC04883,2025-08-23,1.0,37
22134,REP0046,DOC00122,2025-09-20,5.0,33
22135,REP0370,DOC03289,2026-01-07,1.0,26
22136,REP0231,DOC00038,2025-11-17,1.0,33
22138,REP0303,DOC01925,2025-07-21,8.0,4
22139,REP0218,DOC01962,2026-02-08,8.0,29
22140,REP0040,DOC03837,2026-04-30,8.0,61
22141,REP0387,DOC04835,2026-01-01,2.0,25
22142,REP0203,DOC01027,2026-01-26,3.0,8
22143,REP0116,DOC00672,2026-02-27,10.0,75
22144,REP0413,DOC03364,2025-09-15,3.0,70
22145,REP0091,DOC04126,2025-10-27,4.0,61
22146,REP0058,DOC00628,2025-08-17,2.0,26
22147,REP0434,DOC04092,2025-06-14,1.0,57
22150,REP0256,DOC03161,2026-04-17,10.0,17
22151,REP0317,DOC03768,2026-04-18,9.0,23
22153,REP0483,DOC04794,2026-04-12,1.0,62
22154,REP0367,DOC00975,2025-12-07,5.0,28
22155,REP0377,DOC00389,2025-12-30,5.0,18
22156,REP0317,DOC02185,2025-09-12,2.0,23
22157,REP0407,DOC04384,2025-12-19,6.0,70
22158,REP0006,DOC04715,2026-01-06,5.0,57
22159,REP0331,DOC00412,2025-06-20,9.0,50
22160,REP0188,DOC00407,2025-12-17,4.0,15
22161,REP0235,DOC04696,2025-09-24,1.0,11
22162,REP0371,DOC02025,2025-09-13,7.0,14
22164,REP0183,DOC03269,2025-09-21,9.0,57
22165,REP0287,DOC02670,2026-01-30,3.0,51
22166,REP0123,DOC03579,2026-01-23,4.0,7
22169,REP0013,DOC03262,2026-04-23,3.0,76
22170,REP0315,DOC01758,2025-12-02,6.0,43
22171,REP0054,DOC02744,2025-09-27,2.0,46
22172,REP0360,DOC04980,2026-05-08,7.0,1
22173,REP0277,DOC01700,2026-03-17,9.0,54
22174,REP0043,DOC01543,2026-01-13,5.0,12
22178,REP0166,DOC00418,2026-01-14,6.0,56
22179,REP0351,DOC04659,2026-03-01,5.0,73
22180,REP0408,DOC02775,2025-10-14,2.0,33
22181,REP0106,DOC01185,2026-01-08,3.0,16
22182,REP0051,DOC02049,2025-09-11,9.0,29
22184,REP0445,DOC00163,2025-05-28,5.0,26
22185,REP0302,DOC00315,2026-01-03,2.0,29
22186,REP0043,DOC04429,2026-02-15,4.0,12
22187,REP0283,DOC03681,2025-09-21,5.0,79
22188,REP0085,DOC00525,2025-06-02,10.0,62
22189,REP0217,DOC02437,2025-07-26,8.0,77
22190,REP0158,DOC00593,2025-12-05,10.0,61
22191,REP0350,DOC01738,2026-04-03,4.0,27
22192,REP0127,DOC03323,2026-02-09,5.0,42
22193,REP0191,DOC00731,2026-05-13,6.0,54
22194,REP0266,DOC04623,2025-10-19,8.0,32
22195,REP0387,DOC03693,2025-10-23,7.0,25
22196,REP0461,DOC03465,2025-07-06,6.0,50
22197,REP0060,DOC04220,2026-03-13,2.0,34
22198,REP0283,DOC03143,2026-04-20,5.0,79
22199,REP0466,DOC01721,2025-07-15,2.0,44
22200,REP0379,DOC04800,2025-09-30,3.0,15
22201,REP0429,DOC03497,2026-01-26,3.0,4
22203,REP0408,DOC02960,2025-11-17,9.0,33
22204,REP0302,DOC00328,2025-05-18,7.0,29
22205,REP0126,DOC00455,2025-09-27,9.0,40
22206,REP0462,DOC00737,2025-07-09,2.0,10
22208,REP0172,DOC01975,2026-01-19,6.0,45
22209,REP0063,DOC00102,2025-10-25,3.0,58
22210,REP0260,DOC01882,2026-01-03,3.0,51
22211,REP0016,DOC04034,2025-06-29,8.0,39
22212,REP0179,DOC00809,2025-08-20,8.0,75
22213,REP0330,DOC04034,2025-07-03,2.0,32
22214,REP0368,DOC01242,2025-07-08,1.0,78
22215,REP0101,DOC03355,2026-02-28,2.0,12
22216,REP0475,DOC03663,2026-05-04,10.0,9
22217,REP0176,DOC03733,2026-01-20,5.0,47
22218,REP0193,DOC02416,2025-06-22,8.0,16
22219,REP0453,DOC04187,2025-07-15,4.0,64
22220,REP0461,DOC01762,2026-01-25,6.0,50
22221,REP0301,DOC01393,2025-05-31,4.0,5
22222,REP0387,DOC02187,2025-08-28,8.0,25
22223,REP0273,DOC03415,2025-10-13,4.0,3
22226,REP0261,DOC01089,2026-05-09,4.0,45
22227,REP0175,DOC04556,2025-11-25,8.0,61
22228,REP0234,DOC03673,2025-10-18,5.0,49
22229,REP0300,DOC01734,2026-05-08,7.0,51
22230,REP0216,DOC00114,2025-09-02,6.0,33
22231,REP0491,DOC01905,2025-07-23,7.0,35
22232,REP0417,DOC01521,2025-07-05,7.0,62
22233,REP0247,DOC01506,2026-03-09,5.0,69
22234,REP0021,DOC02588,2026-05-13,9.0,34
22235,REP0451,DOC00921,2026-04-01,5.0,1
22236,REP0324,DOC03794,2026-02-27,9.0,4
22237,REP0243,DOC01309,2025-11-24,1.0,1
22238,REP0288,DOC01070,2025-09-17,4.0,38
22240,REP0244,DOC04552,2025-06-08,4.0,21
22241,REP0163,DOC04488,2026-01-24,6.0,62
22242,REP0146,DOC03285,2026-04-08,8.0,61
22243,REP0067,DOC04508,2025-09-27,4.0,21
22244,REP0103,DOC01183,2025-06-21,7.0,52
22245,REP0310,DOC00911,2026-01-25,5.0,34
22246,REP0410,DOC01980,2026-01-11,8.0,22
22247,REP0444,DOC00551,2026-01-12,9.0,70
22248,REP0125,DOC03041,2025-08-09,6.0,13
22249,REP0117,DOC03543,2026-03-08,1.0,18
22251,REP0251,DOC03182,2026-01-15,1.0,23
22252,REP0321,DOC04872,2026-02-22,6.0,16
22253,REP0435,DOC00443,2026-05-06,5.0,66
22254,REP0370,DOC01359,2025-05-22,1.0,26
22255,REP0226,DOC02894,2025-10-09,6.0,66
22256,REP0188,DOC00916,2025-09-20,6.0,15
22257,REP0187,DOC03645,2025-09-28,8.0,14
22258,REP0076,DOC00544,2025-06-27,3.0,23
22260,REP0469,DOC00645,2025-08-15,10.0,40
22262,REP0195,DOC03879,2025-07-13,10.0,75
22263,REP0364,DOC03833,2025-11-04,6.0,47
22264,REP0284,DOC00023,2025-08-07,6.0,14
22265,REP0473,DOC00144,2025-10-14,5.0,73
22266,REP0044,DOC02354,2025-06-04,9.0,67
22267,REP0454,DOC02540,2026-02-15,7.0,38
22269,REP0170,DOC03297,2026-04-25,4.0,58
22271,REP0224,DOC02594,2025-07-10,8.0,47
22272,REP0278,DOC01553,2026-02-25,8.0,5
22273,REP0038,DOC04337,2025-12-05,7.0,33
22274,REP0270,DOC03362,2026-04-30,6.0,26
22275,REP0482,DOC01280,2025-12-28,10.0,69
22276,REP0235,DOC01971,2025-12-04,7.0,11
22278,REP0378,DOC02328,2025-07-09,3.0,38
22279,REP0410,DOC04874,2026-04-16,1.0,22
22280,REP0168,DOC01029,2026-03-31,8.0,38
22281,REP0054,DOC04073,2025-05-17,2.0,46
22282,REP0397,DOC03224,2025-09-30,6.0,40
22283,REP0127,DOC04078,2025-10-20,8.0,42
22284,REP0478,DOC02611,2026-03-08,4.0,24
22285,REP0275,DOC02382,2025-08-27,2.0,12
22286,REP0042,DOC01668,2026-01-08,5.0,43
22287,REP0041,DOC00136,2025-10-03,6.0,51
22288,REP0050,DOC04615,2026-05-06,7.0,44
22289,REP0487,DOC03360,2025-11-14,4.0,75
22290,REP0387,DOC00342,2025-11-19,2.0,25
22291,REP0159,DOC03350,2025-12-12,7.0,39
22293,REP0399,DOC03802,2025-09-20,5.0,41
22295,REP0181,DOC00964,2025-05-19,6.0,19
22296,REP0429,DOC01622,2026-02-11,8.0,4
22297,REP0166,DOC01725,2026-02-17,7.0,56
22298,REP0232,DOC00377,2026-04-10,2.0,65
22299,REP0206,DOC00053,2026-03-17,2.0,58
22300,REP0355,DOC00328,2025-08-15,6.0,63
22302,REP0050,DOC00639,2025-10-23,10.0,44
22303,REP0408,DOC03254,2026-03-28,6.0,33
22305,REP0146,DOC04964,2025-05-22,10.0,61
22306,REP0298,DOC04800,2025-06-25,7.0,79
22307,REP0145,DOC00559,2026-02-16,8.0,19
22310,REP0216,DOC00009,2025-12-21,1.0,33
22311,REP0482,DOC02572,2025-08-30,5.0,69
22312,REP0052,DOC03085,2026-01-20,3.0,13
22313,REP0036,DOC00277,2025-10-12,1.0,50
22314,REP0107,DOC01062,2026-04-29,9.0,57
22315,REP0219,DOC01818,2026-01-01,9.0,13
22316,REP0423,DOC04057,2025-11-24,6.0,40
22317,REP0337,DOC00435,2025-09-08,7.0,42
22318,REP0409,DOC01268,2026-04-28,10.0,53
22319,REP0371,DOC00840,2025-09-20,2.0,14
22320,REP0486,DOC04728,2025-08-07,5.0,78
22321,REP0298,DOC01366,2026-03-08,2.0,79
22322,REP0254,DOC04110,2026-05-10,7.0,74
22324,REP0068,DOC01724,2025-12-17,6.0,36
22325,REP0473,DOC04062,2025-07-08,5.0,73
22326,REP0187,DOC00567,2025-11-21,5.0,14
22327,REP0124,DOC04898,2025-07-18,5.5,46
22328,REP0030,DOC00127,2025-05-14,9.0,24
22329,REP0185,DOC03373,2025-05-16,9.0,47
22330,REP0289,DOC01795,2026-01-07,7.0,64
22331,REP0359,DOC01868,2025-09-12,3.0,36
22332,REP0474,DOC03684,2025-11-12,1.0,17
22333,REP0473,DOC03231,2025-09-26,10.0,73
22334,REP0053,DOC01559,2025-07-06,3.0,12
22335,REP0400,DOC01224,2026-03-20,6.0,6
22336,REP0177,DOC03137,2025-10-11,9.0,21
22337,REP0472,DOC04791,2025-05-16,1.0,63
22338,REP0133,DOC00739,2026-03-28,5.0,29
22339,REP0362,DOC02671,2025-12-22,10.0,52
22340,REP0487,DOC00079,2026-02-04,10.0,75
22341,REP0077,DOC01781,2025-06-11,3.0,62
22342,REP0350,DOC03164,2026-01-05,7.0,27
22343,REP0060,DOC02188,2026-04-06,2.0,34
22344,REP0455,DOC01025,2026-01-19,10.0,37
22345,REP0367,DOC00267,2025-08-07,10.0,28
22346,REP0465,DOC00229,2026-02-13,10.0,10
22347,REP0311,DOC01393,2026-01-27,3.0,6
22348,REP0091,DOC02605,2025-10-05,1.0,61
22349,REP0419,DOC03144,2025-10-29,5.0,55
22350,REP0453,DOC03871,2025-11-27,5.5,64
22351,REP0298,DOC00597,2025-07-22,9.0,79
22352,REP0325,DOC02989,2026-01-06,4.0,56
22353,REP0280,DOC00835,2025-06-20,6.0,17
22355,REP0455,DOC02908,2025-10-12,7.0,37
22356,REP0118,DOC01922,2025-10-26,5.0,76
22357,REP0183,DOC04936,2025-11-28,4.0,57
22358,REP0398,DOC02625,2025-10-16,1.0,42
22359,REP0055,DOC00917,2026-02-05,9.0,2
22360,REP0271,DOC00655,2025-09-11,4.0,34
22361,REP0005,DOC01975,2025-12-03,4.0,51
22362,REP0101,DOC04488,2025-10-10,3.0,12
22363,REP0388,DOC03092,2026-03-20,9.0,17
22364,REP0286,DOC00333,2025-11-20,2.0,75
22365,REP0468,DOC02240,2025-11-09,2.0,13
22366,REP0053,DOC00295,2025-10-27,2.0,12
22367,REP0218,DOC03743,2025-12-07,4.0,29
22368,REP0329,DOC01739,2025-06-07,3.0,27
22369,REP0286,DOC02136,2025-09-30,10.0,75
22370,REP0492,DOC02393,2025-05-24,10.0,1
22371,REP0240,DOC02611,2025-07-21,1.0,49
22372,REP0214,DOC03869,2026-01-16,4.0,17
22373,REP0104,DOC00250,2025-10-29,5.0,53
22376,REP0222,DOC03765,2025-09-28,2.0,6
22377,REP0340,DOC04714,2025-11-23,8.0,21
22378,REP0348,DOC04318,2025-07-18,6.0,78
22379,REP0189,DOC04444,2025-07-20,10.0,31
22380,REP0327,DOC00691,2026-04-14,8.0,67
22381,REP0324,DOC03919,2025-08-30,5.0,4
22382,REP0476,DOC01195,2025-05-31,6.0,75
22383,REP0311,DOC00294,2025-05-22,1.0,6
22384,REP0099,DOC02240,2025-06-24,2.0,16
22385,REP0097,DOC03172,2025-10-25,3.0,78
22386,REP0327,DOC02854,2025-07-06,5.0,67
22387,REP0073,DOC03911,2025-11-01,8.0,49
22388,REP0482,DOC00031,2025-08-08,8.0,69
22389,REP0256,DOC04702,2025-10-06,8.0,17
22390,REP0231,DOC04878,2025-07-01,6.0,33
22391,REP0170,DOC04148,2026-04-22,2.0,58
22392,REP0482,DOC03973,2026-02-28,5.0,69
22393,REP0333,DOC02858,2025-09-28,4.0,51
22395,REP0419,DOC03591,2026-03-06,5.0,55
22396,REP0429,DOC04854,2026-01-10,7.0,4
22397,REP0458,DOC00714,2026-03-16,9.0,3
22398,REP0222,DOC00610,2025-08-31,10.0,6
22400,REP0346,DOC01505,2026-05-01,5.0,34
22401,REP0099,DOC02623,2025-06-10,4.0,16
22402,REP0220,DOC03232,2025-09-25,1.0,46
22403,REP0413,DOC04959,2025-09-02,7.0,70
22404,REP0244,DOC00655,2026-04-22,2.0,21
22405,REP0454,DOC02940,2025-08-03,10.0,38
22406,REP0259,DOC00151,2025-12-09,7.0,1
22407,REP0477,DOC01979,2025-07-16,7.0,15
22408,REP0441,DOC03607,2025-12-25,6.0,45
22409,REP0194,DOC03811,2025-11-24,9.0,57
22410,REP0375,DOC01818,2026-02-25,7.0,3
22411,REP0150,DOC00753,2026-03-16,8.0,19
22412,REP0494,DOC01192,2025-10-04,4.0,64
22413,REP0367,DOC04724,2025-06-04,4.0,28
22414,REP0498,DOC02995,2025-05-16,7.0,72
22415,REP0155,DOC02727,2025-08-23,4.0,58
22418,REP0458,DOC03410,2025-12-29,5.0,3
22419,REP0116,DOC01891,2026-05-06,5.0,75
22420,REP0113,DOC00111,2026-04-02,7.0,14
22421,REP0433,DOC00977,2025-10-20,6.0,62
22422,REP0211,DOC03768,2026-02-19,1.0,64
22423,REP0024,DOC01435,2026-05-04,9.0,19
22424,REP0283,DOC04277,2025-06-29,2.0,79
22425,REP0292,DOC04463,2026-02-24,3.0,30
22426,REP0363,DOC02222,2026-01-04,5.0,79
22427,REP0401,DOC02134,2025-09-06,7.0,52
22428,REP0056,DOC01707,2026-01-20,7.0,35
22429,REP0266,DOC01630,2025-11-22,2.0,32
22430,REP0054,DOC03725,2026-03-08,6.0,46
22431,REP0337,DOC04527,2025-08-24,9.0,42
22432,REP0108,DOC04754,2026-03-11,9.0,39
22433,REP0202,DOC04360,2025-12-04,3.0,28
22435,REP0422,DOC04413,2026-03-20,8.0,31
22436,REP0337,DOC02452,2026-04-05,1.0,42
22437,REP0383,DOC00213,2025-12-19,5.0,39
22438,REP0474,DOC04064,2026-03-04,5.0,17
22439,REP0218,DOC00634,2025-12-03,5.0,29
22440,REP0243,DOC03010,2025-08-01,9.0,1
22441,REP0354,DOC01385,2025-08-05,2.0,56
22442,REP0388,DOC00672,2025-11-11,8.0,17
22443,REP0178,DOC02171,2026-01-19,6.0,80
22444,REP0475,DOC01046,2025-05-17,5.0,9
22445,REP0061,DOC03290,2025-07-14,1.0,7
22446,REP0405,DOC02601,2026-04-28,2.0,56
22447,REP0036,DOC00877,2026-02-02,5.0,50
22448,REP0358,DOC00394,2025-06-18,8.0,26
22449,REP0046,DOC02572,2026-04-27,9.0,33
22450,REP0095,DOC01769,2025-07-13,7.0,71
22451,REP0327,DOC00233,2025-05-26,2.0,67
22452,REP0044,DOC04384,2025-11-19,3.0,67
22453,REP0320,DOC03570,2025-09-17,6.0,75
22455,REP0146,DOC04810,2025-11-13,6.0,61
22456,REP0472,DOC00832,2026-01-19,3.0,63
22457,REP0269,DOC00087,2025-10-03,1.0,39
22458,REP0013,DOC01909,2025-07-16,10.0,76
22459,REP0025,DOC02218,2026-04-07,6.0,58
22460,REP0261,DOC01235,2025-12-09,10.0,45
22461,REP0128,DOC00493,2025-09-16,6.0,9
22462,REP0039,DOC01982,2025-07-09,7.0,33
22463,REP0157,DOC00022,2025-11-13,6.0,72
22464,REP0364,DOC03878,2025-05-26,1.0,47
22465,REP0185,DOC04128,2025-11-05,8.0,47
22466,REP0174,DOC03383,2025-07-18,6.0,45
22468,REP0472,DOC01161,2025-12-11,7.0,63
22470,REP0186,DOC04018,2025-09-30,1.0,49
22471,REP0281,DOC01829,2025-08-17,8.0,47
22472,REP0489,DOC01885,2025-08-17,6.0,34
22473,REP0074,DOC03500,2025-09-18,2.0,36
22474,REP0295,DOC03054,2026-04-16,10.0,63
22475,REP0016,DOC00316,2026-04-12,2.0,39
22476,REP0188,DOC04863,2025-07-03,1.0,15
